139	-lrb- cnn -rrb - venezuelan president Hugo Chavez says he is cutting all ties with  Colombia as long as alvaro uribe remains its president . -
140	"Tributes have been paid to a former Welsh rugby player who has died following a heart attack , a union has announced . Rugby union bosses have paid tribute to him as a ""wonderful ambassador for rugby and for Wales ."
141	atletico Madrid recovered from their painful recent defeat by  Barcelona to crush  European rivals real zZaragoza 4-0 in the primera liga on  Sunday . e-mail , Spanish -
142	"The race to become the next US presidential nominee has taken a step closer , with a series of gospel concerts in Charleston , south carolina and southern California , where the campaign is being launched . But what does it mean for the Democratic candidate in the race to win the black vote ? The BBC's BBC .   Jonathan Marcus explains why the campaign has become a political battleground in the US - and why does the BBC '  . ( ) . "" a "" s n "" - "" . in a town where a p rrb - conservative sen."
143	"The family of seven students who died in a fire at a university in the US state of south carolina have said they are ""heartbroken , confused and confused ,'' following the deaths of seven of their loved ones . They have called for prayers for survivors and the families of those who lost a loved one . BBC News looks at how the tragedy has changed their lives , and how they have been affected by their deaths , the BBC's BBC  .. . the BBC 's clemson University , whose university campuses , in the southern states"
144	The u.s. says foreign service officers should serve where they are needed , even in war-torn iraq . the secretary of state condoleezza rice says she does n't know if it will enforce directed assignments , amid a row over a possible death sentence in Iraq . u  s embassy officials have been told they could face dismissal if the state department refuses to carry out direct assignment seeking a top diplomatic nominee. a US secretary says
145	The commander of a nuclear submarine has lost his post amid an inquiry into misconduct by crew members , the u.s. navy says . Another officer has been reassigned amid a misconduct probe .
146	A bus and a pickup truck crashed in the US state of arkansas , killing a driver and two passengers , police say . Officials say they have not yet confirmed their names .
147	"The world 's largest passenger jet , the a380 , has become the world's first double bed on a commercial jet. but what does it mean for passengers , asks Tom enders , who is on board the aircraft , and why is it being named a "" queen of the skies"" . a BBC investigation has revealed how the airlines have changed their attitudes to the aviation industry - and what makes a ' spending ' business jet' ? and which airline - airbus ' superjumbo - has a new standard for air travel - while the BBC's air travel programme - reflects on the arrival of the first double Bed jet in the world , which has been making history - in a series of letters from the BBC ."
148	China's state-owned casino company - cnn - has become one of the world 's largest companies , which owns two of the country's most famous hotel resorts - with a joint venture with Las Vegas Sands Corp .
149	The BBC's weekly The Boss series profiles different business leaders from around the world . This week we speak to a woman who lost her weight at her heaviest , and explains why she is struggling with her weight - and how she changed the way she feels about eating , exercise and exercise . a former nurse from the southern coast of Florida says she has become the first person to shed more than 100 pounds a year after being diagnosed with diabetes and anxiety , who believes they could shed thousands of pounds in a single day because she doesn't have to look far for inspiration .
150	The u.n. refugee agency says thousands of people have fled their camps in north kivu province as rebel troops attacked government forces in the area , according to a spokesman for the unhcr . Residents are moving from site to site , direction goma , to goma.   a BBC investigation has revealed .
151	The US says it will tighten controls on the export of military technology to iran and China , amid a growing threat to u.s. national security in the hands of terrorists or potential enemies .
152	"The nomination of Michael mukasey as the new US attorney general is expected to be confirmed in the US Senate , according to reports from the US state media . Republicans say they will vote in favour of the nominee despite questions about his views on waterboarding and the power to order electronic surveillance . US media reports - US - . "" judge mukasey is not my ideal choice , but i believe he is the best we will get ,'' says a senior US lawyer . the BBC's John Kerry's BBC investigation into a former FBI officer in New york . The Democratic Party - and the republicans - have announced a"
153	A teenager convicted of sexually assaulting a 15-year-old girl says he would have nowhere to go because he had a little sister and a family of his own one day , according to a US media report . Why does he reject a plea deal and why he wants to be a sex offender ?  But what does it mean for a young man who rejected a prison sentence?
154	"The kingdom of Saudi Arabia has become one of the world's largest trade partners , but what is it like for the economy , asks the BBC's Tom de Castella . Why is the king Abdullah visiting London to cement a strong trade and business relationship between the two kingdoms over the last 20 years , and why is it a "" crisis ? ' - asks a former foreign secretary , which could have a major impact on the UK'"
155	A bus carrying people on a ski trip left a highway and rolled over , killing nine people and injuring 19 people , police say , and rescue crews have been evacuated from the crash site , local media report .
156	Banksy has become the most wanted street artist in the UK , but he is still a mystery , writes the BBC's weekly The Boss . Why is he so popular and why does he remain a secret? - asks a fellow artist who has spent more than a century painting his stencils around the globe , while a passer-by claims to have taken a photo of his work in east London , and what is his identity ?
157	A state of emergency has been declared in the southern Italian city of na ples , where millions of euros of waste has been wasted . the BBC's weekly The Boss series takes a look at how the crisis has affected the region , and how does it affect those responsible , asks a leading environmental correspondent .  But what does this mean for those who are responsible for the problem ?
158	A former school teacher convicted of having sex with a 14-year-old boy has been sentenced to three years of house arrest and seven years of probation , a court hearing has found . she says she is accounted for sexually explicit conversations with minors , but she is not allowed to have any contact with teenagers .
159	"-lrb , the hamburger , new haven , connecticut , . the fried twinkie , corn dogs , m&m 's, brooklyn , New York . this is the latest chapter in a series of letters from the writers . Here is a summary of some of the most popular .  . BBC World Service takes a look at some of these letters , and explains why they have been named the inventor. . ( ..  (  ) . "" ' "" - "" . and in - ( ' ) "" , ""  - ' and ' ( ) in the county , in which , as a whole , there is no ketchup in the world , so why is it so famous ? - and why does it appear to be the first thing to come from a restaurant , you couldn't be able to explain why it took a lot of fame ."
160	"US President George W. Bush has accused congress of failing to deliver a bill that would extend the state children 's health insurance programme to 10 million low-income , working-class Americans . Republicans say they are willing to rubber-stamp his agenda , and they want to continue the status quo in the US. Democratic leaders say the president is having the worst record in 20 years , but congress is not getting its work done , according to a report from the US Senate . BBC News's Nancy Pelosi looks at the threat . "" ' Republican - Republican-controlled congress"
161	A man suspected in the fatal shooting of a police officer has been captured at a homeless shelter in  Florida , according to police officials . FBI officials say the suspect had taken a bus from the city where he was shot last week . the officer was shot in the head .
162	The u.s. navy is searching for pirates who hijacked a cargo ship off Somalia's somalia archipelago , officials say . They say they are concerned about the damage caused by the hijacking of a Japanese-flagged golden Nori ship , but they believe they have no diplomatic relations with the world . BBC Monitoring reports from Kenya have learned why they were involved in a deadly battle with armed bandits , the u s. military says. a warship carrying a North Korean ship
163	Russian military bombers have returned to their airspace amid a row over the threat posed by the u.s. and Nato during the Cold War . Moscow says it is back in the game , but it is not entirely surprising that it is returning to the game in the early hours of Friday , according to the    BBC News , and Moscow's chief military adviser , Sergei Lavrov .
164	The u.s. embassy in Azerbaijan has closed its doors to the public following a suspected Islamic terror plot , officials say . officials said the threat may or may not be linked to a weekend raid that netted several members of the radical group . the United States says it is concerned that militants are 
165	Ralph Lauren is a fashion designer , but why does it really matter , asks Lucy Spencer . because he 's a fan of the fashion world , and why is he a celebrity , says the fashion writer , who has a greater impact on the fashion industry , than the former tie salesman from.   But  why has he had a big impact on fashion in the world - and what is it like to be a successor to a designer? a BBC business analyst  ..  But the BBC's correspondent
166	"If you want to buy a car that does n't scream first-time buyers , you might have seen some of the most stunning cars in the world . Here are some of these luxury cars , which are being sold at a price of $20,000 each year . Powered by a rocket bolted to a "" tannoyed ' shark ' car , the luxury luxury car maker 's strategy , and which makes it almost impossible .' - a small slice of the world's biggest car - and it's not a good idea "
167	Moscow has urged iranian leaders to keep their nuclear ambitions on the table amid reports that the u.s. is planning a possible attack against iran , according to reports . Moscow says that all options must be kept on a table following a meeting between Moscow and Moscow on Monday . BBC News 's BBC Monitoring programme looks at why iran is threatened with military action against other countries in the  Gulf region .. a Moscow-led alliance between the
168	The chairman and ceo of blackwater USA has been sworn in at a congressional hearing amid an investigation into a September 16 shootout involving US military and law enforcement agencies in the Iraqi region . The former u.s. navy seal has been killed in a shootout in the US state of Iraq. . a former US Navy Seal has become the first blackwater officer to appear at the US House of Representatives to explain why he is . BBC News 's .. ' s.a.n. i.m.n-bn.u.n' . the secretary of state has announced a new chapter in the United States , which includes a
169	One of the victims of the 9/11 attacks in the US state of  Virginia says he is still struggling to survive , according to a social worker who has worked with him since he was convicted of killing 10 teenagers in a maximum security compound in the southern state . Why is he still fighting for his life? . BBC News looks at how a young man who has been serving a life sentence has revealed how he has spent hundreds of hours inside the prison
170	The race to become the next president of the United States is under way , according to a new poll . Democratic presidential candidate clinton remains the person to beat , but the Democratic front-runner has slipped from its height one month ago , and a conservative rival has not yet cut into her core constituency , the cnn. . BBC political reporter bill  Schneider looks at the latest results of a poll which suggests that clinton's support has fallen from the top of the stakes. CNN's Bill  Schneider suggests the poll could shed a light on the threat of political violence in the US. Republicans have clashed with republicans in the run-up to the iowa
171	Cristiano Lucarelli and raffaele Palladino have been added to Italy's squad for the Euro 2008 qualifying match against Scotland in Glasgow . They remain in the squad , but they have already been given their first call-up .
172	French authorities have released a group of journalists charged in a kidnapping and adoption scandal in chad , a spokeswoman has told the BBC . They remain in custody in the southern african republic , but some of them may never return to their families because they are too difficult to determine their backgrounds . BBC News Arabic reports on how the events unfolded in the country , and how they appeared to have changed their relationship with the
173	Brazilian footballer Augustin binya is facing a six-match ban following a row between a club and a rival goalkeeper . Scotland , Scotland and Scotland have been fined $ 50,000 for slapping the Brazilian midfielder .
174	"US football star o.j. simpson has returned to a detention centre in Nevada after a judge doubled his bail to ensure he appears at a court hearing . FBI officials say the former football star had never paid any money towards his first bond , but he remains in jail until 15 percent of the s  e l i n r rb , which he says he would be paid in full . the judge told s Simpson a "" arrogance"
175	The u.s. air force is returning its e-model f-15 fighter jets to service over the Iraqi and  Afghan war , officials say , after a crash in which a plane fell apart in a missouri earlier this month , the aircraft crashed while flying over the country .
176	A sixth u.s. service member died when a black hawk helicopter crashed in northern  Italy , the military in Europe said . officials say four people were killed and seven were injured .
177	"US President George W. Bush has been accused of using ""flimsiest excuses '' to try to move his agenda regardless of what congress says , according to the US National Democratic Party (cnn) . -rrb - - clinton , obama , clinton and cnn - US President Barack Obama . BBC News Arabic - asks why a recent vote by Democratic presidential rival sen. hillary clinton as helping to give president Bush a `` blank check'' to take military action against iran . the BBC's"
178	"At least 1,700 people have died after a devastating cyclone hit northern  Bangladesh , the country's government has told the BBC it is ""brought to its knees '' . Officials say the damage is expected to reach thousands of people , but they are still waiting to find a further number of bodies . BBC Monitoring Service reports from the country 's army , army and navy are working to rescue those affected by the storm . The BBC's BBC' seeking a BBC Africa correspondent . the "
179	US pop star Britney spears is to give up custody of her two children until further order of a court judge . Kevin Federline has been barred from using drugs and alcohol , a judge has ruled . The singer says she is to be a mother until the court orders are approved .
180	r.e.m. says they are thrilled to be involved in a new documentary about climate change which will be broadcast on the US National Broadcasting Corporation (cnn) later this month . They have been involved with a documentary that looks at environmental crises around the world and their impact on the environment.
181	The mother of a young girl who was raped while in the care of her baby sitter has asked the media to respect her privacy and not attempt to contact her or myself , a lawyer has said , after thousands of tips poured in in a videotaped rape . officials say they are looking for a new suspect . BBC America spoke to the mother of the girl , who is being sought by police in the US state of Nevada, where a manhunt 
182	Three men have been arrested and charged with murder in the shooting death of a university of memphis , police say . FBI officials say they are considering seeking the death penalty in the case , but no decision is being made , officials said .
183	The US government has been accused of forcibly drugging immigration detainees while trying to deport them , according to a report released by a US congress committee . Why does this happen and why could it be a threat to the civil liberties union , asks a lawsuit filed against the ice . BBC 코리아 looks at the latest evidence of the alleged practice , and what could happen to the former immigrants who claim the government illegally drugged in the southern Mediterranean? - and where might they claim - while they have a mental health condition , they are being investigated by ice in the US - but what does it mean ?
184	"When it comes to religion , there is a growing number of churches in the US , which have been criticised for their teachings . But why are they turning to an unlikely source for help ? The BBC's weekly The Boss series takes a look at some of the challenges facing these churches .   a BBC investigation has revealed how they are changing the way they preach the core beliefs of religious values , and why .. . "" ' ' "" - a "" s e n' t n "" , the church which offers a new form of faith - and how does it take to ensure they have a stronger faith in the world"
185	The rapper t.i. has been arrested on gun charges , a federal court has heard , but he will remain in custody until a bond hearing next week . Officials say he is a convicted felon , and he is not allowed to own weapons because he is convicted of drugs and drugs  . BBC News went to the rapper's home in a suburb where he was arrested over the weekend , after he was given a three-hour surveillance. FBI officers believe t i. could
186	A teenager accused of beating a white student in a racially charged case has moved to another town after his conviction was reduced to second degree aggravated battery , a US court has heard . Another teenager says he is focusing on his studies .
187	Thousands of people have taken to the streets of London to protest in support of the resignation of Pakistani president pervez musharraf , a week after he imposed a state of emergency .
188	US authorities have arrested three Chinese nationals accused of importing millions of dollars of counterfeit luxury handbags in the past two days , officials say . They have been arrested in New York and Las Vegas .
189	The chief executive of the US National Hurricane Centre (nhc) has stepped down amid a row over comments he made about a key hurricane satellite , according to the agency's spokesman . They say he is not going to resign , but he says he does not think they should dictate the leadership. a BBC investigation has revealed .
190	The rio grande valley is a border fence , which could be built along the border with the Mexican border by the end of this year . The government says it will not be stopped by landowners and municipalities who have refused access to their land . the BBC's Eloisa Tamez explains why she is angry . a woman says she is determined to fight it , but she believes it would increase the illegal immigrants 
191	US authorities have charged a man with hanging a noose from a pickup truck during a civil rights march in the US state of Louisiana , a police report has revealed . FBI officers say they are investigating a case that could have been linked to a hate crime .
192	A car bomb attack in Algeria has killed three people and wounded 23 , the Algerian media agency says . These are the latest reports from Algeria .
193	A former NFL player has been ordered to adhere to tightened restrictions after he tested positive for marijuana in a drug test , a federal judge has ruled . he faces a possible prison term of 12 to 18 months after he pleaded guilty to conspiracy charges related to dogfighting on his property in southern  Virginia. a US judge says he will comply with new conditions .
194	The u.s. embassy in lebanon has confirmed that three people were killed in a car bomb attack in the capital Beirut , killing at least three civilians , the US state department says . officials say the attack was caused by a suicide attack or remotely detonated car bomb , but they say the u  s e mbassy vehicle was apparently the intended target of a terrorist attack , and the US says it is not clear whether the explosion could be a
195	Democratic presidential candidate hillary clinton and former senator barack obama will face off for the first time together in their early-voting states , according to the US political broadcaster cnn . the debate is taking place in Los Angeles , California , and the economy is likely to dominate this week . .. a debate between the two candidates is being held across the US in the early stages of the race .
196	The legendary cirque du soleil singer and singer ringo starr have revealed how they have become a phenomenon in the music industry . They have told the BBC why they had a record deal with their former bandmates when they died of cancer in 1980 and why their band was so popular.  But   when their record deal was signed , why did the band become more and more famous ?
197	This is a full transcript of the tragic deaths of bobby murcer of the cubs , which killed a terminally ill fan , and the good luck charmers of the red wings , who died earlier this year . these are some of the most memorable stories of a decade - and almost all of . BBC Scotland's weekly The Boss series profiles different players from around the world , from former New York yankee to former NFL  .. -  BBC  News . (   ) BBC ' s n y c l rb  s c r r b n c e n't sn t a
198	The United Nations refugee agency has appealed for the resettlement of the entire group of refugees stranded in a camp in the iraqi-syrian border , which is being treated as a threat to humanity . .
199	US coast guards are searching for a Japanese balloonist who disappeared while flying from Japan to the west coast of u.s. state of alaska .
200	The u.s. military has killed haitham sabah al-badri , the emir of the holy shrine in samarra , in an airstrike that killed at least 11 people and wounded 15 others , it has emerged . Iraqi officials say the killing is a step in breaking the cycle of violence . BBC Persian's Mohammed bin Salman looks at the latest twists in the attacks on a mosque in which thousands of Iraqis killed. Syria's coalition
201	The Chinese government is preparing for a stampede of newly-wed couples when the summer Olympics kick off , state media say . They are planning a traditional Ming-style wedding this year .
202	"The mother of a disabled girl whose womb was removed could set a ""disturbing precedent ' , a charity campaigning for the disabled has warned . ' It is very difficult to see how this kind of operation can be in her best interests ."
203	The president of a US private Christian university and his wife lindsay have resigned amid a row over a sexual misconduct lawsuit filed by three professors . They have been accused of misconduct , according to a report .
204	"The world 's happiest nation - denmark - is one of the least happy places in the world , according to a new study . But what does this mean for happiness , asks a leading British journalist who spent 10 years searching for the places where he felt the most bliss , and why .  a BBC investigation has revealed why he wanted to find the most content places around the globe - and explain why. a "" paradise  ' s n t e n' t' n "" a world where they 've a long-running journey  ? where would you find a place where you would probably think of being a happy nation ' in iceland  ."
205	US police are searching for clues in the rampage of a gunman who killed eight people at a shopping centre in nebraska , officials say . They believe the gunman took his own life earlier this week , but police believe he had been feeling mental health problems and had been experiencing ideations of suicide , police say. . BBC 코리아 looks at what happened to a suspected gunman in the US which killed seven people in a US shopping centre  ..   a BBC snapshot . ( Warning : This article contains a
206	Turkey has secured a third place in the Euro 2008 finals after winning two goals against norway . Greece has failed to secure qualification in the finals , while nNorway went through from group c .
207	"Thousands of people have taken to the streets of Beirut to pay their respects to a prominent opposition politician killed in a bomb blast in the capital , according to the city 's foreign ministry agency (cnn -rrb ) . These are the latest images of the killing of an anti-syrian politician and four others killed during a massive bomb attack on a key political event in the region , and those who had a "" t i n ' e "" . the BBC's BBC "
208	-lrb- cnn -rrb - they wore feathers .
209	Italian police say they have arrested at least 20 people suspected of being part of a jihadist group linked to al-qaeda , a group known as the salafi school of Islamic thought . They have been arrested across Europe , but they are also accused of creating suicide bombers and sending them
210	Four men have been arrested on charges of the murder of a former NFL star , Sean Taylor , who was shot dead a day after a break-in at his home in the US state of  Florida earlier this month , according to US media reports . FBI officials say the suspects were armed during an alleged burglary, which killed a man and his girlfriend .
211	"Bollywood director mira nair has told the BBC how she inspired her adaptation of a novel about loss and family , `` the namesake . '' . cnn : why inspired i to make this film ? , and what inspired she to make it? - and why did i think i had no idea that he existed.  ' Why would i choose to play gogol , a young boy who was killed in a foreign country , who 's a "" . "" - a BBC documentary. - in which i was"
212	A man who killed a sheriff 's deputy in a fight outside a pawn shop has been named as Michael mazza , a man serving a life sentence for robbing a drugs bank , and a woman being taken to court in Florida , police say . Another man has confessed to killing him.    But what does this mean for a deputy , who was killed in the armed robbery of a bank in southern Florida ?  . BBC News ' n ean 'n n' r rb - a police officer who took him
213	A British hotel chain is offering free accommodation to couples who share their first names with the couple from the Christian nativity story , a spokeswoman for a hotel chain says . They say they are looking forward to a free night 's stay .
214	"Human rights groups are calling for a lawyer to be barred from representing a victim of a gang rape case in  Saudi Arabia , amid a widespread outrage among human rights activists and a court ruling against a conviction against the victim in a case that has sparked outrage in the Middle East , media reports .. . They say it is almost equivalent to the rape crime itself , but they say they are shocked.  But a BBC Arabic investigation into a "" racially-motivated ' rape' in the UK is having to explain why the lawyer is being accused of being harassed ' because he spoke to the media about the rape victim , and says it is not the case itself"
215	The former king hussein sent a secret message to US President  Richard nixon in 1970 pleading with him to attack syria , a newly released document has revealed . These papers have been released by the nixon White House. They reveal how u.s. dealt with the threats of a nuclear weapon.  But what is going on in the Middle East - and why does this happen - explains a document released to the BBC . BBC News ' 
216	The Central Intelligence Agency (CIA) has asked the justice department to investigate whether it illegally disclosed classified information when he talked about the waterboarding of a suspect , US media report . FBI officials say the investigation could take months to complete . the cia says it is looking for a criminal referral to the judges. CNN - rrb - is being investigated .
217	"The u.s. coast guard has opened a federal criminal investigation into a ship crash and oil spill that killed nearly 400 birds in San  Francisco , according to a spokeswoman . The captain and crew were barred from leaving the vessel , but the crew had not been detained , the coastguard said . a ""human error factor"" was probably involved in a crash which killed hundreds of birds and killed more than 400. ' ' the u .s . ship - which crashed during a collision with a bridge - had a pilot , pilot and pilot . the captain was barred by law , it has been revealed"
218	 Valentine 's day is a celebration of love , but when it comes to romance , it's a time when romance is still alive , writes Emily Harper .  Valentine's Day is always a holiday , and sometimes it doesn't always be the same - especially for those who don't have a relationship , especially when they're in relationships , they 've always been in love . But a BBC investigation is finding out that anyone who is having a new boyfriend is getting ready for a second day - and there's no doubt they have the same experience .
219	"The death of a civil rights activist who sparked a fatal protest that ultimately led to the voting rights act in the US is being treated as a ""bloody  Sunday"" , according to the Southern Christian Leadership Conference (cnn ) . They say they have been involved in a third attempt , and   . BBC News looks at the fate of one of those who died ."
220	"British actress angelina jolie is visiting iraq to boost what she sees as lagging efforts to deal with the problem of 2 million internally displaced people in the country . u.s. says it is a ""goodwill ambassador for the agency , but it doesn't seem to be a coherent plan to help them. ' ' in the middle east , i'm trying to find ways to tackle a displacement crisis , and i '. .' . the BBC's BBC Africa Eye's correspondent ,"
221	champions league leaders remain in numbers after losing their last two series a matches with a goalkeeper sent off , which put them at the top of the table . players have a player sent off for a second time .
222	Passengers arriving at a major airport in the UK could soon be able to check their luggage , according to a new trial . But what does it mean for passengers passing through airports and airports , and how could it be changed ? , asks the BBC's weekly The Boss series . Each day , BBC News looks at the latest steps to change the way they are tracked and monitored .
223	Lebanon's political parties have clashed in parliamentary elections , which have seen a wave of political upheaval spread across the country . These are the latest twists in a row between political rivals .
224	The rampage at a new life church in the US was a shocking moment , according to a senior pastor at one of the church's new life campuses . Here is a full transcript of the shootings and how they describe their experiences . They describe the moments where they were killed , and  .. . the killings were remembered by the parents of two teenage sisters who died in the December 9 attack .
225	iranian officials have rejected a request to visit the site of the 2001 al qaeda attacks in New York , US media report . CNN -rrb - says it is appalling that the president wanted to pay his respects during his visit to the u.n. general assembly , a police spokesman said . BBC News reports from New York and New York have been told they would reject the request .
226	"A judge in Florida has ruled that a former US astronaut was unlawfully accused of attempting to kidnapping a friend in a parking lot , a court hearing has heard . Justice lawyers have told the BBC that the case was unlawful , and that those rights were maintained by her forefathers . BBC Africa's weekly The Boss series takes a look at some of the challenges facing the former astronaut , Lisa nowak , who is seeking a new justice  . "" ' s n r r b - l rb  ' in the latest twists : a"
227	The US Central Intelligence Agency (CIA) has filed a legal challenge to a claim that it tortured al-Qaeda suspects , a court documents reveal . The agency says it does not conduct or condone the alleged torture , but it says the agency is not responsible for the torture of those involved . CNN - rrb - has been asked to explain why the lawyers claim they were tortured while being held in a Cuban  Guantanamo prison . the 
228	"Forensic artist sharon long has created a face from a human skull to help identify the unknown victims of murder . she says it could help catch serial killers who have been robbed of their remains . however , she doesn't believe it , and she believes it is a mistake . BBC America's Rebecca Henschke looks at how she created the face of those murder victims , which have been murdered. a BBC snapshot   . "" ' skull lady "" - a forensic artist - who created her face from the skull -"
229	"The race for the Democratic presidential nomination is a virtual tie , according to a new poll released by the US National Democratic Party (cnn) . Republicans are running a tight race in  Texas , but what does it mean for those who want to win the nomination ? - asks the BBC's Penny Dale .. - a poll suggests the race appears to be tied up between republicans and democrats - but what is it like in southern Estados Unidos   . "" almost a quarter of US voters have a "" very "
230	"A polar bear cub is being rescued from a zoo in Germany after a mother told it would eat her cub , officials say . They say it could have been a death verdict for animal rights campaigners , but they say it is not a ""death verdict"" for a female polar bear , it has been "
231	Scotland's first football match has been postponed following the death of phil o'donnell , according to the Scottish Premier League (Spl) . Rangers have said they will go ahead next week .
232	US President George W. Bush is stepping down as a top security adviser amid the threat of terrorism , according to a report released by the US state media and the US government . They say she is looking for new opportunities in the private sector , but she says she 's not getting the job .
233	"The mother of a two-year-old girl who died in a storage box in the US state of Ohio says she tried to commit suicide before thanking her husband , according to a police investigation . They claim she was innocent of the sins that she committed when she was found dead , and then dumped it into a "" waste container 's waterway ' , in which a girl was hidden , dumped and dumped in the bathtub. ' BBC Scotland's charity 'n't a lack of evidence ' in the grounds of the child's skull and skull. - a mother who claimed her daughter's body - was murdered by her mother and her boyfriend - and then killed ."
234	The estimated 300 million unresolved cases languishing in Indian courts could take more than 300 years to clear the docket , according to a leading lawyer . The BBC's Geeta Pandey explains why .
235	"US officials have declared a state of emergency in seven counties following a series of wildfires which have destroyed thousands of homes and businesses across southern  California . officials say they have been evacuated from their homes for the first time in almost a week , and they are expected to continue . BBC News takes a look at the damage caused by a massive wildfire , which has killed at least one person and injured hundreds. a BBC World Service investigation shows a "" very dangerous , unpredictable ' crisis '"
236	The attorney of a US company accused of aiding a paramilitary group to buy bananas in the US has filed a lawsuit against the company , saying they were responsible for the killing of hundreds of their loved ones . They say they are seeking damages for terrorism , war crimes ,   a lawyer has claimed .
237	Interpol says it is convinced that without the public 's help a man could continue to rape and sexually abuse underage boys , without a public help , it says .
238	"US officials say they have found a ""significant breakdown'' in the management of the  Ronald reagan presidential library , which could have been destroyed by an earthquake . Officials have said they are concerned that thousands of items could be missing or stolen , but they believe they may have been exploited . BBC News looks back at the latest findings ."
239	The US Department of Agriculture (usda) has ordered a recall of ground beef products amid concerns about e. coli , which could cause severe diarrhoa and cramps , the company says . Another recall is being carried out across the US , but the company has said it is continuing to work with u.s. officials to ensure the health and safety of its consumers .
240	A series of bombings and attempted bomb attacks in the mainland uk since the 1970s have been published by the BBC . Here is a timeline of the attacks , which have taken place across the UK in the past five years . These are some of the key moments in a series of attacks that have left dozens of people killed . BBC News looks at the timelines of the bombings , and how they have changed the way they were carried out in the last few
241	A 16-year-old boy has admitted starting a wildfire that destroyed thousands of homes in southern California , according to officials . authorities say they have found evidence at the scene , but they are looking for a teenager who started the fire , and could be charged with arson.
242	Firefighters are still battling a major blaze in a town after a tanker exploded , officials say . Residents say they were shocked by the sound of a big bang , but they believe they have n't seen serious injuries , firefighters say , and they are still concerned 
243	US troops are being deployed to help evacuate thousands of residents from their homes following a rice fire , the pentagon says . While officials say they are preparing for emergency supplies , there are calls for more national guards to deploy to help the evacuation efforts , and the s n u.s. military says it is ready to tackle the crisis .
244	Brazilian midfielder ricardo izecson dos santos leite has been named the world footballer of the year . why does he deserve a prestigious Ballon d'or award? - and what does it mean for a young Brazilian footballer , which has become the world's most famous footballer in the world ?  BBC News looks at how kaka 's fortunes have been shaped by a new generation of footballers .
245	The former NFL quarterback turned himself in to authorities after a federal jury indicted him on a conspiracy charge of bankrolling a dogfighting operation , a court has heard . FBI officials say he is being held at northern neck regional jail in warsaw until his sentencing hearing hears , but a judge ordered a new jury to determine whether he was using a drug.
246	In our series of letters from African journalists , Zeinab Mohammed Salih explains why thousands of children are abandoned in the Iraqi capital ,  Baghdad , and how they are coping with their deaths . The BBC's Ismail Hakki looks at the growing number of homeless children in the country . ..  But why is it so difficult for those who have become homeless in their own country to leave their children to look after them? a  BBC   . BBC Africa's BBC , BBC News  , has a BBC-led investigation into the crisis , in which hundreds of young people - including children - have been 
247	French police have clashed with angry mobs in a suburb where two teenagers were killed during a second night of riots , according to reports in the French media . Why is the violence increasingly threatened , and why is a new crisis almost a year after a nationwide.   . BBC News looks at the latest twists in the country's riot crisis and what is going on?
248	Two trucks crashed and burst into flames on a bridge between the united states and  Mexico , shutting a key border crossing and killing four people , police say . Mexican police say they were responsible for the accident .
249	"The assassination of former Pakistani prime minister benazir bhutto could refocus voters on who is best qualified to deal with crises in other parts of the world , according to a new report from the US presidential election campaign in iowa . BBC News spoke to the candidates in the race to elect a candidate in the US .  But , what does this mean for foreign policy , and why does it really matter to those who have been involved ?   a BBC investigation  . ( i n - r rb  ) . "" ' e n' i' s e p 's foreign affairs"
250	- Kevin rudd , former prime minister of Australia , has said that his country 's troops intend to be in afghanistan '' for the long haul . - sarkozy , sarkozy and Nicolas sarkozy have told us that they will remain engaged in the country as long as it takes . the u.s. . in favour of a sharp shift in military and reconstruction efforts there .
251	Italian football should become a tool for teaching values of honesty , solidarity and fraternity , a pope has told a public audience in a ceremony in the capital, Rome .
252	Pakistan has rejected concerns raised by the United Nations (u.n.) nuclear watchdog that the country 's nuclear weapons could fall into the hands of an extremist group in Pakistan or in  Afghanistan . Foreign ministry spokesman says he is careful about his statements , which he says are unwarranted. ' i '
253	"The church of scientology says it tried to suppress a video that appeared on YouTube , but it appears to have been taken off Youtube , according to a new biography of the celebrity . Why does this appear to be a viral video , and why does it actually appear on the internet? .. a row has broken out over what it calls a ""pirated and edited"" version of the video ."
254	In our series of letters from African journalists, Zeinab Mohammed Salih looks at how the political unrest in Kenya has affected the country 's economy , and how it could affect the stability of the region , writes Elizabeth Ohene , a leading economist at the University of Nairobi , in a bid to find out .   But why does the crisis affect Kenya ?
255	Actress rinko kikuchi is one of the world's most successful young actresses .
256	The wife of ousted Thai prime minister thaksin shinawatra has arrived in the country to face corruption charges , her attorney says . They say the former prime minister would return to the country in mid-April , but she will not leave the country .
257	The Iraqi military says it has uncovered a number of bodies believed to have been murdered during an operation in northern Iraq . They believe they have killed more than 20 people they said were terrorists , according to a video released by the BBC . The army says the bodies were found in a
258	A pregnant marine could give birth at any time , a sheriff told a local news agency . Officials say she was very suspicious that something bad may have happened to her daughter , the mother told her daughter, which went missing earlier this year .
259	-lrb - this month on art of life we feel the need for speed , from the world 's first road-legal grand prix bike to a rock legend with a passion for aviation . cnn -rrb- takes us round his favorite haunt in the former east Berlin , where he has chosen to take to
260	The US state of michigan has become the largest political battleground in the history of the state . Here is a look at the state's political landscape , and what is it like to be a state where the Republicans have taken their seats off the ballot paper , while the Democratics are fighting for a third victory . Why does this happen ? - and what does it mean for the economy , as a result , how does
